Churn,customer_tenure,account_Contract,internet_InternetService,internet_TechSupport,account_Charges_Monthly,account_PaymentMethod,account_PaperlessBilling,customer_SeniorCitizen,Cuentas_Diarias
No,72,Two year,No,No internet service,24.3,Bank transfer (automatic),No,1,0.81
No,42,One year,DSL,Yes,67.7,Mailed check,Yes,0,2.256666666666667
No,2,Month-to-month,No,No internet service,20.35,Mailed check,No,0,0.6783333333333333
Yes,25,Month-to-month,Fiber optic,No,89.5,Electronic check,Yes,1,2.9833333333333334
No,5,Month-to-month,Fiber optic,No,84.0,Electronic check,Yes,0,2.8
Yes,1,Month-to-month,Fiber optic,No,78.95,Electronic check,Yes,0,2.631666666666667
Yes,5,Month-to-month,DSL,Yes,43.25,Mailed check,Yes,0,1.4416666666666667
No,46,Month-to-month,DSL,No,35.05,Bank transfer (automatic),No,0,1.1683333333333332
No,57,One year,DSL,Yes,41.1,Credit card (automatic),Yes,0,1.37
No,21,One year,No,No internet service,20.5,Bank transfer (automatic),No,1,0.6833333333333333
No,4,Month-to-month,No,No internet service,25.25,Mailed check,No,0,0.8416666666666667
No,65,Two year,No,No internet service,19.35,Bank transfer (automatic),No,0,0.645
No,19,One year,No,No internet service,19.9,Mailed check,No,0,0.6633333333333333
No,1,Month-to-month,No,No internet service,20.05,Mailed check,No,0,0.6683333333333333
Yes,51,Month-to-month,Fiber optic,No,93.8,Bank transfer (automatic),Yes,1,3.1266666666666665
No,72,Two year,No,No internet service,24.8,Credit card (automatic),No,0,0.8266666666666667
No,70,Two year,No,No internet service,19.8,Bank transfer (automatic),No,0,0.66
No,28,Month-to-month,Fiber optic,No,89.9,Credit card (automatic),No,0,2.996666666666667
No,71,One year,Fiber optic,Yes,92.0,Electronic check,Yes,1,3.066666666666667
No,5,One year,No,No internet service,20.1,Mailed check,No,0,0.67
Yes,4,Month-to-month,Fiber optic,No,79.0,Electronic check,Yes,0,2.6333333333333333
No,69,Month-to-month,Fiber optic,No,95.35,Bank transfer (automatic),Yes,1,3.1783333333333332
No,57,Two year,No,No internet service,19.5,Bank transfer (automatic),No,0,0.65
No,68,Month-to-month,DSL,Yes,44.95,Electronic check,No,0,1.4983333333333335
No,1,Month-to-month,DSL,No,49.8,Credit card (automatic),Yes,0,1.66
No,71,One year,DSL,No,69.2,Electronic check,No,1,2.3066666666666666
Yes,44,Month-to-month,Fiber optic,Yes,100.55,Electronic check,No,0,3.3516666666666666
No,27,One year,No,No internet service,20.55,Mailed check,Yes,0,0.685
No,71,Two year,DSL,Yes,79.1,Credit card (automatic),Yes,0,2.6366666666666663
No,63,One year,Fiber optic,No,99.65,Credit card (automatic),Yes,0,3.3216666666666668
Yes,17,Month-to-month,DSL,No,64.7,Mailed check,Yes,0,2.1566666666666667
No,72,Two year,No,No internet service,25.4,Mailed check,No,0,0.8466666666666666
Yes,9,Month-to-month,DSL,No,44.2,Bank transfer (automatic),Yes,0,1.4733333333333334
No,1,Month-to-month,Fiber optic,No,74.3,Electronic check,No,1,2.4766666666666666
Yes,1,Month-to-month,Fiber optic,No,90.6,Electronic check,Yes,1,3.02
No,65,Two year,Fiber optic,Yes,105.85,Credit card (automatic),Yes,1,3.5283333333333333
No,52,One year,DSL,No,64.3,Mailed check,Yes,0,2.143333333333333
No,9,Month-to-month,Fiber optic,No,74.85,Electronic check,Yes,0,2.4949999999999997
Yes,1,Month-to-month,DSL,No,39.65,Electronic check,Yes,1,1.3216666666666665
No,21,One year,No,No internet service,19.8,Mailed check,No,0,0.66
No,63,Two year,No,No internet service,24.65,Credit card (automatic),No,0,0.8216666666666667
Yes,6,Month-to-month,Fiber optic,No,90.1,Electronic check,Yes,0,3.003333333333333
No,25,Month-to-month,No,No internet service,19.2,Credit card (automatic),Yes,0,0.64
No,66,Two year,DSL,Yes,47.4,Mailed check,Yes,0,1.5799999999999998
No,44,Month-to-month,Fiber optic,No,90.4,Mailed check,Yes,0,3.0133333333333336
No,60,One year,DSL,Yes,79.0,Mailed check,No,0,2.6333333333333333
Yes,18,Month-to-month,Fiber optic,Yes,99.85,Bank transfer (automatic),Yes,0,3.328333333333333
No,60,Month-to-month,Fiber optic,No,99.8,Electronic check,Yes,0,3.3266666666666667
Yes,11,Month-to-month,No,No internet service,23.15,Credit card (automatic),No,0,0.7716666666666666
No,59,One year,DSL,No,61.35,Bank transfer (automatic),Yes,0,2.045
No,12,Month-to-month,DSL,No,49.05,Bank transfer (automatic),Yes,0,1.635
No,8,Two year,DSL,Yes,65.5,Mailed check,No,0,2.183333333333333
No,28,Month-to-month,DSL,No,29.75,Mailed check,Yes,0,0.9916666666666667
No,12,Month-to-month,Fiber optic,No,84.05,Electronic check,Yes,0,2.8016666666666667
No,30,Month-to-month,Fiber optic,Yes,107.5,Electronic check,Yes,0,3.5833333333333335
Yes,12,Month-to-month,Fiber optic,Yes,83.8,Mailed check,Yes,1,2.7933333333333334
No,2,Month-to-month,DSL,No,49.2,Mailed check,No,0,1.6400000000000001
Yes,3,Month-to-month,DSL,No,55.15,Mailed check,No,0,1.8383333333333334
No,41,Month-to-month,DSL,No,40.35,Electronic check,Yes,0,1.345
No,55,Two year,No,No internet service,25.65,Credit card (automatic),Yes,0,0.855
Yes,8,Month-to-month,Fiber optic,No,81.25,Electronic check,Yes,1,2.7083333333333335
Yes,72,Two year,Fiber optic,No,103.4,Electronic check,Yes,0,3.4466666666666668
No,72,Two year,Fiber optic,Yes,100.55,Bank transfer (automatic),Yes,0,3.3516666666666666
No,30,One year,Fiber optic,No,86.45,Electronic check,No,0,2.881666666666667
No,25,Month-to-month,No,No internet service,25.4,Bank transfer (automatic),Yes,0,0.8466666666666666
Yes,1,Month-to-month,Fiber optic,No,75.1,Electronic check,Yes,0,2.503333333333333
No,46,Month-to-month,Fiber optic,No,104.45,Electronic check,Yes,1,3.481666666666667
Yes,32,Month-to-month,Fiber optic,No,99.55,Credit card (automatic),Yes,0,3.3183333333333334
No,31,Month-to-month,Fiber optic,No,80.45,Electronic check,Yes,0,2.6816666666666666
No,68,Two year,DSL,No,54.1,Bank transfer (automatic),Yes,0,1.8033333333333335
No,58,Two year,Fiber optic,Yes,109.1,Credit card (automatic),Yes,0,3.6366666666666663
No,70,One year,DSL,Yes,58.4,Bank transfer (automatic),Yes,0,1.9466666666666665
Yes,1,Month-to-month,Fiber optic,No,80.05,Mailed check,Yes,0,2.6683333333333334
No,48,One year,DSL,No,83.45,Credit card (automatic),Yes,0,2.7816666666666667
No,72,Two year,Fiber optic,No,110.65,Credit card (automatic),Yes,0,3.6883333333333335
Yes,3,Month-to-month,DSL,No,56.15,Mailed check,Yes,0,1.8716666666666666
Yes,2,Month-to-month,Fiber optic,No,70.7,Electronic check,Yes,0,2.356666666666667
Yes,8,Month-to-month,Fiber optic,No,84.95,Electronic check,No,0,2.8316666666666666
No,63,Two year,No,No internet service,20.6,Mailed check,Yes,0,0.6866666666666668
Yes,35,Month-to-month,Fiber optic,Yes,100.5,Bank transfer (automatic),Yes,1,3.35
Yes,13,Month-to-month,Fiber optic,No,96.65,Mailed check,Yes,0,3.2216666666666667
No,30,One year,DSL,Yes,64.5,Electronic check,Yes,0,2.15
No,60,Month-to-month,DSL,Yes,60.2,Bank transfer (automatic),Yes,0,2.006666666666667
No,33,Month-to-month,Fiber optic,No,91.25,Electronic check,No,0,3.0416666666666665
Yes,54,One year,Fiber optic,No,106.55,Bank transfer (automatic),No,0,3.5516666666666667
No,67,One year,Fiber optic,Yes,109.4,Electronic check,Yes,0,3.646666666666667
No,25,Month-to-month,DSL,Yes,71.05,Mailed check,Yes,0,2.368333333333333
No,72,Two year,Fiber optic,Yes,111.6,Bank transfer (automatic),Yes,0,3.7199999999999998
Yes,18,Month-to-month,Fiber optic,No,80.65,Electronic check,Yes,0,2.6883333333333335
No,63,Two year,No,No internet service,19.25,Mailed check,No,0,0.6416666666666667
No,39,Two year,No,No internet service,23.8,Mailed check,Yes,0,0.7933333333333333
No,33,Two year,No,No internet service,20.35,Mailed check,No,0,0.6783333333333333
No,48,One year,No,No internet service,19.95,Bank transfer (automatic),No,0,0.6649999999999999
Yes,10,Month-to-month,Fiber optic,No,86.45,Electronic check,No,0,2.881666666666667
No,10,One year,DSL,No,49.55,Mailed check,No,0,1.6516666666666666
No,45,Month-to-month,Fiber optic,No,84.55,Mailed check,Yes,0,2.8183333333333334
Yes,28,Month-to-month,Fiber optic,No,105.7,Electronic check,Yes,0,3.5233333333333334
No,64,Two year,Fiber optic,Yes,115.1,Bank transfer (automatic),Yes,0,3.8366666666666664
Yes,48,One year,DSL,Yes,60.35,Credit card (automatic),Yes,0,2.0116666666666667
No,68,Two year,Fiber optic,Yes,90.2,Credit card (automatic),No,0,3.006666666666667
No,6,Month-to-month,Fiber optic,No,73.85,Mailed check,Yes,0,2.4616666666666664
No,29,One year,No,No internet service,19.1,Mailed check,No,0,0.6366666666666667
No,39,Two year,No,No internet service,25.2,Mailed check,No,0,0.84
No,20,Month-to-month,Fiber optic,No,84.35,Electronic check,Yes,1,2.8116666666666665
Yes,3,Month-to-month,DSL,No,49.15,Electronic check,Yes,0,1.6383333333333332
No,52,Month-to-month,DSL,No,59.45,Electronic check,Yes,0,1.9816666666666667
No,71,Two year,Fiber optic,Yes,116.25,Electronic check,Yes,0,3.875
No,41,One year,DSL,Yes,79.85,Bank transfer (automatic),Yes,0,2.6616666666666666
No,69,Two year,DSL,Yes,39.1,Mailed check,No,0,1.3033333333333335
No,68,Two year,Fiber optic,No,84.4,Credit card (automatic),Yes,0,2.8133333333333335
No,20,One year,DSL,Yes,54.0,Mailed check,No,1,1.8
Yes,7,Month-to-month,Fiber optic,No,101.95,Electronic check,Yes,1,3.3983333333333334
No,35,One year,No,No internet service,20.6,Bank transfer (automatic),No,0,0.6866666666666668
No,17,One year,No,No internet service,19.9,Bank transfer (automatic),No,0,0.6633333333333333
No,1,Month-to-month,DSL,No,49.55,Bank transfer (automatic),No,0,1.6516666666666666
No,7,Month-to-month,DSL,No,44.25,Mailed check,Yes,0,1.475
No,62,One year,Fiber optic,Yes,115.05,Credit card (automatic),Yes,0,3.835
No,1,Month-to-month,No,No internet service,25.0,Mailed check,Yes,0,0.8333333333333334
No,44,Two year,No,No internet service,19.9,Mailed check,No,0,0.6633333333333333
No,39,One year,DSL,Yes,35.55,Mailed check,No,0,1.1849999999999998
Yes,12,Month-to-month,DSL,No,29.2,Mailed check,No,0,0.9733333333333333
No,72,Two year,Fiber optic,Yes,109.2,Bank transfer (automatic),Yes,0,3.64
No,47,One year,No,No internet service,20.05,Mailed check,No,0,0.6683333333333333
No,15,Month-to-month,Fiber optic,No,101.75,Electronic check,No,0,3.3916666666666666
No,2,Month-to-month,DSL,No,55.3,Electronic check,Yes,0,1.8433333333333333
No,54,Month-to-month,DSL,No,24.95,Bank transfer (automatic),Yes,1,0.8316666666666667
No,69,One year,Fiber optic,No,95.65,Credit card (automatic),Yes,0,3.1883333333333335
No,72,Two year,DSL,Yes,65.6,Bank transfer (automatic),Yes,0,2.1866666666666665
No,21,Two year,No,No internet service,20.85,Credit card (automatic),Yes,0,0.6950000000000001
No,3,One year,No,No internet service,21.2,Mailed check,No,0,0.7066666666666667
No,46,One year,Fiber optic,No,95.65,Credit card (automatic),Yes,0,3.1883333333333335
No,34,Month-to-month,Fiber optic,No,71.55,Credit card (automatic),No,1,2.385
Yes,31,Month-to-month,Fiber optic,No,93.8,Electronic check,No,0,3.1266666666666665
No,72,Two year,Fiber optic,Yes,107.7,Credit card (automatic),Yes,0,3.5900000000000003
No,37,Two year,No,No internet service,19.85,Mailed check,No,0,0.6616666666666667
No,60,Two year,No,No internet service,19.65,Credit card (automatic),No,0,0.6549999999999999
Yes,44,Month-to-month,DSL,No,30.35,Electronic check,Yes,1,1.0116666666666667
No,62,One year,Fiber optic,Yes,110.75,Bank transfer (automatic),Yes,1,3.691666666666667
Yes,25,Month-to-month,Fiber optic,No,89.7,Electronic check,Yes,1,2.99
No,42,Two year,No,No internet service,19.35,Mailed check,No,0,0.645
No,25,Two year,Fiber optic,Yes,99.3,Bank transfer (automatic),No,0,3.31
No,18,Month-to-month,DSL,No,55.95,Mailed check,No,0,1.865
Yes,9,Month-to-month,Fiber optic,No,83.3,Electronic check,Yes,0,2.7766666666666664
No,68,One year,DSL,No,76.75,Credit card (automatic),No,0,2.558333333333333
Yes,1,Month-to-month,Fiber optic,No,84.6,Mailed check,Yes,0,2.82
Yes,47,Month-to-month,Fiber optic,No,106.4,Electronic check,Yes,0,3.546666666666667
No,12,Month-to-month,No,No internet service,20.45,Mailed check,No,0,0.6816666666666666
Yes,2,Month-to-month,Fiber optic,No,79.65,Mailed check,Yes,0,2.6550000000000002
No,15,Month-to-month,No,No internet service,19.45,Credit card (automatic),Yes,0,0.6483333333333333
Yes,1,Month-to-month,Fiber optic,No,78.65,Electronic check,No,0,2.621666666666667
Yes,51,One year,Fiber optic,No,94.8,Electronic check,Yes,0,3.1599999999999997
No,63,Two year,No,No internet service,25.25,Mailed check,No,0,0.8416666666666667
No,32,One year,Fiber optic,No,94.8,Mailed check,No,0,3.1599999999999997
Yes,29,Month-to-month,Fiber optic,No,98.6,Credit card (automatic),Yes,0,3.2866666666666666
No,1,Month-to-month,DSL,No,44.95,Mailed check,Yes,0,1.4983333333333335
No,41,One year,Fiber optic,No,104.45,Bank transfer (automatic),Yes,0,3.481666666666667
No,50,Two year,No,No internet service,20.15,Credit card (automatic),No,0,0.6716666666666666
No,56,One year,No,No internet service,24.3,Electronic check,No,0,0.81
No,57,One year,Fiber optic,No,95.0,Electronic check,Yes,0,3.1666666666666665
No,3,Month-to-month,DSL,No,55.9,Mailed check,No,0,1.8633333333333333
No,22,Month-to-month,No,No internet service,20.55,Electronic check,Yes,0,0.685
No,36,Two year,No,No internet service,25.1,Credit card (automatic),No,0,0.8366666666666667
No,22,One year,No,No internet service,20.75,Bank transfer (automatic),No,0,0.6916666666666667
No,70,Two year,No,No internet service,19.45,Bank transfer (automatic),No,0,0.6483333333333333
No,14,Month-to-month,DSL,No,50.45,Electronic check,No,0,1.6816666666666669
No,18,One year,No,No internet service,19.65,Mailed check,No,0,0.6549999999999999
No,23,One year,DSL,Yes,73.75,Mailed check,Yes,0,2.4583333333333335
Yes,7,Month-to-month,Fiber optic,No,84.55,Electronic check,Yes,1,2.8183333333333334
No,1,Month-to-month,No,No internet service,20.15,Mailed check,No,0,0.6716666666666666
No,71,Two year,Fiber optic,Yes,116.1,Bank transfer (automatic),Yes,0,3.8699999999999997
Yes,4,Month-to-month,DSL,Yes,56.5,Mailed check,No,0,1.8833333333333333
No,64,One year,Fiber optic,Yes,102.1,Electronic check,No,1,3.4033333333333333
No,35,Month-to-month,DSL,No,62.1,Electronic check,Yes,0,2.07
No,11,Month-to-month,Fiber optic,No,78.0,Mailed check,Yes,0,2.6
No,27,One year,Fiber optic,No,100.5,Bank transfer (automatic),Yes,0,3.35
No,64,Two year,Fiber optic,Yes,105.25,Electronic check,Yes,0,3.5083333333333333
No,71,Two year,Fiber optic,Yes,118.65,Electronic check,Yes,0,3.955
No,1,One year,DSL,Yes,74.1,Credit card (automatic),No,0,2.4699999999999998
Yes,34,Month-to-month,Fiber optic,No,79.6,Mailed check,Yes,1,2.6533333333333333
No,69,Two year,DSL,Yes,66.9,Mailed check,Yes,0,2.23
No,9,Month-to-month,Fiber optic,No,69.05,Electronic check,No,0,2.3016666666666667
No,1,Month-to-month,No,No internet service,18.85,Electronic check,No,0,0.6283333333333334
Yes,1,Month-to-month,DSL,No,50.35,Electronic check,Yes,0,1.6783333333333335
No,21,Month-to-month,DSL,No,61.65,Mailed check,No,0,2.055
No,13,Month-to-month,DSL,No,56.0,Electronic check,Yes,0,1.8666666666666667
No,7,Month-to-month,Fiber optic,No,69.15,Bank transfer (automatic),No,0,2.305
Yes,3,Month-to-month,DSL,No,25.25,Electronic check,No,0,0.8416666666666667
No,57,One year,DSL,Yes,53.5,Electronic check,Yes,1,1.7833333333333334
Yes,11,Month-to-month,Fiber optic,No,89.7,Bank transfer (automatic),No,1,2.99
No,19,Two year,No,No internet service,20.15,Mailed check,No,0,0.6716666666666666
No,72,One year,Fiber optic,No,105.75,Credit card (automatic),Yes,1,3.525
No,45,Two year,DSL,Yes,84.35,Mailed check,Yes,0,2.8116666666666665
No,60,Two year,DSL,No,49.45,Credit card (automatic),Yes,1,1.6483333333333334
No,42,Month-to-month,Fiber optic,No,79.9,Electronic check,No,0,2.6633333333333336
No,48,Month-to-month,DSL,No,45.55,Credit card (automatic),No,0,1.5183333333333333
No,55,Two year,DSL,No,64.75,Mailed check,Yes,0,2.158333333333333
Yes,1,Month-to-month,Fiber optic,No,79.55,Electronic check,No,0,2.6516666666666664
Yes,6,Month-to-month,Fiber optic,No,93.55,Bank transfer (automatic),Yes,0,3.118333333333333
Yes,9,Month-to-month,No,No internet service,18.95,Mailed check,Yes,0,0.6316666666666666
No,9,Month-to-month,DSL,No,40.75,Electronic check,No,0,1.3583333333333334
Yes,5,Month-to-month,DSL,No,50.35,Electronic check,No,1,1.6783333333333335
No,43,Two year,DSL,Yes,78.8,Electronic check,Yes,0,2.6266666666666665
No,7,Month-to-month,No,No internet service,25.05,Bank transfer (automatic),Yes,0,0.8350000000000001
No,71,Two year,Fiber optic,Yes,100.2,Credit card (automatic),No,0,3.3400000000000003
No,32,Month-to-month,Fiber optic,No,79.3,Mailed check,No,1,2.643333333333333
No,8,Two year,No,No internet service,20.85,Mailed check,No,0,0.6950000000000001
No,72,Two year,Fiber optic,Yes,108.2,Electronic check,Yes,0,3.606666666666667
Yes,12,One year,DSL,Yes,74.05,Mailed check,No,0,2.4683333333333333
No,51,One year,Fiber optic,No,107.45,Bank transfer (automatic),No,0,3.5816666666666666
Yes,39,Month-to-month,DSL,Yes,48.95,Credit card (automatic),Yes,0,1.6316666666666668
No,3,Month-to-month,No,No internet service,19.1,Mailed check,Yes,0,0.6366666666666667
No,26,One year,Fiber optic,No,75.5,Bank transfer (automatic),No,0,2.5166666666666666
No,35,Month-to-month,No,No internet service,20.75,Bank transfer (automatic),No,0,0.6916666666666667
No,27,Month-to-month,No,No internet service,19.15,Mailed check,No,0,0.6383333333333333
Yes,3,Month-to-month,DSL,Yes,69.35,Electronic check,Yes,0,2.3116666666666665
No,2,Month-to-month,Fiber optic,No,81.5,Mailed check,No,1,2.716666666666667
Yes,18,Month-to-month,Fiber optic,No,90.7,Credit card (automatic),Yes,0,3.0233333333333334
No,26,One year,DSL,No,61.55,Electronic check,No,0,2.0516666666666667
No,65,Month-to-month,Fiber optic,No,109.4,Credit card (automatic),Yes,1,3.646666666666667
No,41,Month-to-month,Fiber optic,No,89.2,Electronic check,Yes,0,2.9733333333333336
Yes,67,Two year,Fiber optic,Yes,116.2,Credit card (automatic),No,0,3.8733333333333335
No,22,Month-to-month,Fiber optic,No,88.75,Electronic check,Yes,0,2.9583333333333335
No,64,One year,DSL,Yes,65.8,Mailed check,No,0,2.1933333333333334
Yes,27,Month-to-month,DSL,No,30.75,Credit card (automatic),No,1,1.025
Yes,3,Month-to-month,Fiber optic,No,96.6,Electronic check,Yes,0,3.2199999999999998
Yes,1,Month-to-month,DSL,No,50.55,Mailed check,No,1,1.6849999999999998
No,65,Month-to-month,Fiber optic,No,94.4,Electronic check,No,1,3.146666666666667
No,24,Month-to-month,Fiber optic,No,94.6,Electronic check,Yes,0,3.1533333333333333
No,51,One year,DSL,No,56.4,Credit card (automatic),Yes,0,1.88
Yes,13,Month-to-month,Fiber optic,No,95.25,Electronic check,Yes,1,3.175
Yes,61,Month-to-month,No,No internet service,19.4,Mailed check,Yes,0,0.6466666666666666
No,72,Two year,DSL,Yes,78.85,Bank transfer (automatic),No,0,2.628333333333333
No,69,One year,No,No internet service,26.3,Electronic check,Yes,0,0.8766666666666667
No,44,One year,No,No internet service,20.6,Bank transfer (automatic),No,0,0.6866666666666668
No,70,One year,No,No internet service,26.05,Credit card (automatic),No,0,0.8683333333333334
No,40,Two year,No,No internet service,20.15,Bank transfer (automatic),No,0,0.6716666666666666
No,61,Two year,DSL,Yes,75.35,Credit card (automatic),No,0,2.5116666666666663
No,23,Month-to-month,DSL,No,59.95,Bank transfer (automatic),Yes,0,1.9983333333333335
No,72,Two year,Fiber optic,Yes,110.15,Credit card (automatic),Yes,0,3.671666666666667
No,62,Two year,DSL,Yes,86.1,Electronic check,No,0,2.8699999999999997
No,50,Month-to-month,DSL,No,39.45,Credit card (automatic),Yes,0,1.3150000000000002
No,64,Two year,Fiber optic,Yes,102.1,Electronic check,No,1,3.4033333333333333
No,47,Month-to-month,Fiber optic,Yes,100.75,Mailed check,No,0,3.3583333333333334
Yes,54,Month-to-month,Fiber optic,Yes,111.1,Electronic check,No,0,3.703333333333333
No,47,Two year,No,No internet service,20.25,Credit card (automatic),No,0,0.675
No,58,Two year,No,No internet service,20.8,Mailed check,No,0,0.6933333333333334
No,34,One year,DSL,No,77.2,Bank transfer (automatic),No,0,2.5733333333333333
No,60,Two year,No,No internet service,25.0,Mailed check,No,0,0.8333333333333334
No,12,Month-to-month,DSL,No,58.35,Credit card (automatic),Yes,0,1.945
Yes,68,Month-to-month,Fiber optic,No,105.3,Electronic check,Yes,1,3.51
No,64,Two year,DSL,Yes,69.25,Mailed check,No,0,2.308333333333333
No,22,Month-to-month,No,No internet service,24.85,Credit card (automatic),Yes,0,0.8283333333333334
No,11,Month-to-month,Fiber optic,Yes,94.2,Electronic check,Yes,0,3.14
No,15,Month-to-month,Fiber optic,No,100.15,Electronic check,Yes,0,3.3383333333333334
Yes,5,Month-to-month,Fiber optic,No,81.0,Credit card (automatic),Yes,0,2.7
No,14,Month-to-month,DSL,Yes,48.8,Bank transfer (automatic),No,0,1.6266666666666665
No,23,Month-to-month,DSL,No,54.4,Electronic check,No,0,1.8133333333333332
Yes,50,One year,Fiber optic,Yes,108.55,Electronic check,No,0,3.618333333333333
No,2,Month-to-month,No,No internet service,19.4,Mailed check,No,0,0.6466666666666666
Yes,17,Month-to-month,Fiber optic,No,85.45,Electronic check,Yes,0,2.8483333333333336
No,59,Two year,DSL,No,54.15,Credit card (automatic),No,0,1.805
No,1,Month-to-month,No,No internet service,19.75,Electronic check,No,0,0.6583333333333333
Yes,15,Month-to-month,DSL,No,55.7,Mailed check,Yes,0,1.8566666666666667
No,61,One year,DSL,No,79.8,Electronic check,Yes,0,2.6599999999999997
No,1,Month-to-month,DSL,No,53.55,Mailed check,Yes,0,1.785
No,10,Two year,No,No internet service,26.1,Credit card (automatic),No,0,0.87
No,69,Two year,DSL,Yes,82.45,Credit card (automatic),Yes,0,2.7483333333333335
No,35,Month-to-month,Fiber optic,No,70.55,Electronic check,No,1,2.3516666666666666
No,48,One year,DSL,No,65.65,Electronic check,Yes,0,2.1883333333333335
No,72,Two year,DSL,Yes,81.0,Credit card (automatic),No,0,2.7
No,62,One year,Fiber optic,No,96.1,Electronic check,No,0,3.203333333333333
No,40,Month-to-month,DSL,Yes,51.1,Electronic check,Yes,0,1.7033333333333334
Yes,1,Month-to-month,DSL,No,45.7,Mailed check,Yes,0,1.5233333333333334
No,16,Month-to-month,Fiber optic,No,85.05,Credit card (automatic),Yes,1,2.835
No,1,Month-to-month,No,No internet service,20.3,Mailed check,No,0,0.6766666666666666
Yes,1,Month-to-month,Fiber optic,No,85.45,Mailed check,Yes,0,2.8483333333333336
No,72,Two year,Fiber optic,Yes,114.0,Electronic check,Yes,0,3.8
No,44,One year,DSL,Yes,59.85,Bank transfer (automatic),Yes,0,1.995
No,59,Two year,Fiber optic,No,95.8,Electronic check,No,0,3.1933333333333334
No,18,Month-to-month,Fiber optic,Yes,103.6,Credit card (automatic),Yes,1,3.453333333333333
No,23,Month-to-month,Fiber optic,No,98.7,Credit card (automatic),Yes,0,3.29
Yes,7,Month-to-month,Fiber optic,No,89.5,Electronic check,Yes,1,2.9833333333333334
No,51,One year,Fiber optic,No,86.35,Mailed check,No,0,2.878333333333333
No,64,Two year,No,No internet service,19.7,Bank transfer (automatic),Yes,0,0.6566666666666666
No,69,Two year,DSL,Yes,84.7,Mailed check,Yes,0,2.8233333333333333
Yes,1,Month-to-month,DSL,No,24.45,Mailed check,Yes,0,0.815
No,2,Month-to-month,No,No internet service,19.2,Electronic check,No,1,0.64
No,35,Month-to-month,Fiber optic,Yes,106.9,Electronic check,Yes,0,3.5633333333333335
No,26,One year,Fiber optic,No,78.95,Bank transfer (automatic),No,0,2.631666666666667
No,26,One year,DSL,No,47.85,Bank transfer (automatic),No,0,1.595
Yes,49,One year,Fiber optic,No,100.45,Mailed check,No,0,3.3483333333333336
No,68,Two year,DSL,Yes,79.6,Bank transfer (automatic),Yes,0,2.6533333333333333
No,44,Month-to-month,Fiber optic,No,68.85,Credit card (automatic),No,0,2.295
No,29,Month-to-month,No,No internet service,19.35,Credit card (automatic),No,0,0.645
No,24,Month-to-month,DSL,Yes,55.15,Electronic check,No,0,1.8383333333333334
No,14,Month-to-month,No,No internet service,25.55,Mailed check,No,0,0.8516666666666667
No,56,One year,DSL,No,52.7,Mailed check,No,0,1.7566666666666668
No,6,Two year,No,No internet service,19.65,Credit card (automatic),No,0,0.6549999999999999
No,6,Two year,DSL,Yes,80.25,Mailed check,Yes,0,2.675
No,71,Two year,No,No internet service,25.0,Bank transfer (automatic),No,0,0.8333333333333334
No,43,One year,Fiber optic,Yes,104.3,Credit card (automatic),Yes,0,3.4766666666666666
Yes,41,Month-to-month,Fiber optic,Yes,113.6,Bank transfer (automatic),Yes,0,3.7866666666666666
No,15,Month-to-month,DSL,No,48.85,Electronic check,No,0,1.6283333333333334
No,22,Month-to-month,Fiber optic,No,84.15,Bank transfer (automatic),Yes,0,2.805
No,44,Month-to-month,Fiber optic,Yes,104.15,Electronic check,No,1,3.4716666666666667
No,12,Month-to-month,DSL,No,74.75,Bank transfer (automatic),No,0,2.4916666666666667
No,52,One year,No,No internet service,19.6,Credit card (automatic),No,0,0.6533333333333334
Yes,17,Month-to-month,Fiber optic,No,90.2,Credit card (automatic),No,0,3.006666666666667
Yes,41,Month-to-month,DSL,Yes,79.9,Credit card (automatic),No,0,2.6633333333333336
Yes,10,Month-to-month,Fiber optic,No,98.7,Electronic check,Yes,0,3.29
Yes,26,Month-to-month,Fiber optic,No,90.8,Electronic check,Yes,0,3.0266666666666664
No,53,Two year,No,No internet service,20.9,Mailed check,No,0,0.6966666666666667
Yes,1,Month-to-month,No,No internet service,19.45,Electronic check,Yes,1,0.6483333333333333
No,50,Two year,Fiber optic,No,70.35,Credit card (automatic),No,0,2.3449999999999998
No,24,Two year,No,No internet service,24.1,Bank transfer (automatic),Yes,0,0.8033333333333333
No,38,Month-to-month,No,No internet service,20.45,Mailed check,No,0,0.6816666666666666
Yes,14,Month-to-month,Fiber optic,No,85.15,Electronic check,Yes,0,2.8383333333333334
Yes,24,Month-to-month,Fiber optic,No,93.55,Electronic check,Yes,1,3.118333333333333
Yes,19,Month-to-month,Fiber optic,No,95.9,Credit card (automatic),Yes,1,3.1966666666666668
Yes,7,Month-to-month,Fiber optic,No,75.15,Bank transfer (automatic),Yes,0,2.5050000000000003
No,42,Two year,DSL,Yes,84.35,Credit card (automatic),No,0,2.8116666666666665
No,63,One year,DSL,No,79.7,Credit card (automatic),Yes,0,2.6566666666666667
No,56,One year,DSL,Yes,54.05,Bank transfer (automatic),Yes,0,1.8016666666666665
Yes,13,Month-to-month,DSL,Yes,54.45,Electronic check,Yes,0,1.8150000000000002
No,37,One year,DSL,Yes,67.45,Electronic check,No,0,2.2483333333333335
No,18,Month-to-month,Fiber optic,No,84.95,Electronic check,Yes,1,2.8316666666666666
No,44,One year,DSL,Yes,65.4,Electronic check,No,0,2.18
